customer_id,first_name,last_name,phone,email,street,city,state,zip_code
1175,Sindy,Anderson,NULL,sindy.anderson@gmail.com,"543 Halifax Ave. ",Pomona,CA,91768
1176,Sheree,Blanchard,NULL,sheree.blanchard@gmail.com,"41 Glenwood Ave. ",Queensbury,NY,12804
1192,Gena,Owens,NULL,gena.owens@gmail.com,"43 Buckingham St. ",Desoto,TX,75115
1197,Nakisha,Clay,NULL,nakisha.clay@gmail.com,"8996 Beechwood Ave. ","Port Washington",NY,11050
1205,Emmaline,Huber,NULL,emmaline.huber@gmail.com,"7975 Harrison Rd. ","Mount Vernon",NY,10550
1211,Brenton,Whitaker,NULL,brenton.whitaker@gmail.com,"25 Elmwood Rd. ","Niagara Falls",NY,14304
1213,Yang,Giles,NULL,yang.giles@gmail.com,"25 Bridle Lane ","San Angelo",TX,76901
1215,Karl,Stephens,NULL,karl.stephens@gmail.com,"208 Thatcher Rd. ","Rockville Centre",NY,11570
1219,Alden,Atkinson,NULL,alden.atkinson@gmail.com,"46 Valley St. ",Shirley,NY,11967
1221,Joy,Underwood,NULL,joy.underwood@gmail.com,"7297 Armstrong Dr. ","Apple Valley",CA,92307
1224,Abram,Copeland,NULL,abram.copeland@gmail.com,"9782 Indian Spring Lane ",Harlingen,TX,78552
1226,Qiana,Jackson,NULL,qiana.jackson@gmail.com,"56 Galvin Street ","East Northport",NY,11731
1229,Carina,Lynch,NULL,carina.lynch@gmail.com,"64 Jennings Road ","Wappingers Falls",NY,12590
1231,Selene,Vega,NULL,selene.vega@gmail.com,"11 Sierra St. ",Campbell,CA,95008
1233,Lise,Hebert,NULL,lise.hebert@gmail.com,"140 East Broad Lane ",Vista,CA,92083
1249,Barbra,Dickerson,NULL,barbra.dickerson@gmail.com,"8424 E. Rockcrest Dr. ",Ridgecrest,CA,93555
1250,Neoma,Daugherty,NULL,neoma.daugherty@gmail.com,"80 Spring Street ","Mount Vernon",NY,10550
1255,Ben,Stone,NULL,ben.stone@gmail.com,"8855 University St. ",Ithaca,NY,14850
1262,Brianne,Hays,NULL,brianne.hays@gmail.com,"88 Tailwater Ave. ","San Pablo",CA,94806
1267,Earline,Gordon,NULL,earline.gordon@gmail.com,"81 Railroad Drive ",Ronkonkoma,NY,11779
1268,Sung,Chambers,NULL,sung.chambers@gmail.com,"369 N. Virginia Street ",Kingston,NY,12401
1274,Odette,Moses,NULL,odette.moses@gmail.com,"899 Overlook Lane ",Newburgh,NY,12550
1290,Minnie,Compton,NULL,minnie.compton@gmail.com,"185 Hudson Street ","South Richmond Hill",NY,11419
1294,Edith,Davenport,NULL,edith.davenport@gmail.com,"685 Alton Road ",Ontario,CA,91762
1297,Vanessa,West,NULL,vanessa.west@gmail.com,"34 Prairie Lane ","New Rochelle",NY,10801
1302,Verda,Gilbert,NULL,verda.gilbert@gmail.com,"54 Hillcrest Drive ","East Northport",NY,11731
1315,Omega,Johnston,NULL,omega.johnston@gmail.com,"9935 Tarkiln Hill St. ","Canyon Country",CA,91387
1317,Glady,Wells,NULL,glady.wells@gmail.com,"627 Ramblewood Ave. ",Syosset,NY,11791
1320,Obdulia,Barber,NULL,obdulia.barber@gmail.com,"878 Lexington Rd. ",Newburgh,NY,12550
1325,Magdalena,Sherman,NULL,magdalena.sherman@gmail.com,"176 Sunbeam St. ",Oswego,NY,13126
1332,Novella,Ross,NULL,novella.ross@gmail.com,"9418 Acacia Drive ",Glendora,CA,91740
1336,Joe,Melton,NULL,joe.melton@gmail.com,"8998 Hartford Street ","New Windsor",NY,12553
1338,Inez,Snider,NULL,inez.snider@gmail.com,"837 Catherine Lane ",Ronkonkoma,NY,11779
1358,Noble,Glover,NULL,noble.glover@gmail.com,"728 W. Rocky River Street ","Orchard Park",NY,14127
1365,Shenna,Espinoza,NULL,shenna.espinoza@gmail.com,"202 North George Street ",Queensbury,NY,12804
1370,Rona,Rojas,"(408) 611-3553",rona.rojas@gmail.com,"815 Riverview St. ","San Jose",CA,95127
1375,Carlena,Salinas,NULL,carlena.salinas@gmail.com,"1 Wagon Street ",Jamaica,NY,11432
1377,Johana,Jacobson,"(507) 407-9384",johana.jacobson@gmail.com,"29 San Juan St. ",Rochester,NY,14606
1379,Dorine,Thornton,NULL,dorine.thornton@gmail.com,"8730 N. Atlantic Street ",Sunnyside,NY,11104
1385,Kenton,Hughes,NULL,kenton.hughes@gmail.com,"632 Sleepy Hollow Drive ",Canandaigua,NY,14424
1391,Sheryl,Chase,NULL,sheryl.chase@gmail.com,"388 Cedar Avenue ","Floral Park",NY,11001
1392,Trista,Lambert,NULL,trista.lambert@gmail.com,"79 River Street ",Fairport,NY,14450
1396,Delma,Bailey,"(657) 454-8493",delma.bailey@gmail.com,"9883 West King Lane ",Anaheim,CA,92806
1403,Mila,Moody,"(248) 234-5902",mila.moody@gmail.com,"675 Williams St. ",Troy,NY,12180
1415,Harold,O'connor,NULL,harold.o'connor@gmail.com,"9530 Summerhouse Street ","Santa Cruz",CA,95060
1416,Miranda,Kennedy,NULL,miranda.kennedy@gmail.com,"726 East High St. ",Astoria,NY,11102
1429,Lorrie,Justice,NULL,lorrie.justice@gmail.com,"8396 Brook Drive ",Pomona,CA,91768
1442,Cassie,Cline,NULL,cassie.cline@gmail.com,"947 Lafayette Drive ",Brooklyn,NY,11201
1443,Lezlie,Lamb,NULL,lezlie.lamb@gmail.com,"401 Brandywine Street ","Central Islip",NY,11722
1444,Ivette,Estes,NULL,ivette.estes@gmail.com,"88 N. Canterbury Ave. ",Canandaigua,NY,14424
1445,Ester,Acevedo,NULL,ester.acevedo@gmail.com,"671 Miles Court ","San Lorenzo",CA,94580
